gender,race_ethnicity,parental_education,lunch,test_prep,reading_score,writing_score,math_score,grade
female,group E,some high school,standard,completed,57,81,68,C
female,group C,high school,free/reduced,completed,93,58,49,D
male,group C,doctorate,free/reduced,completed,84,79,65,C
male,group A,associate's,standard,completed,49,86,52,D
male,group A,some college,standard,none,53,68,50,D
female,group D,high school,standard,none,54,100,55,C
female,group C,doctorate,standard,completed,80,70,59,C
male,group B,bachelor's,standard,none,50,87,57,C
male,group C,high school,standard,completed,65,74,58,C
male,group B,some high school,standard,completed,76,78,65,C
female,group C,some high school,standard,completed,69,44,37,F
male,group C,high school,standard,none,73,75,62,C
female,group D,associate's,free/reduced,none,54,58,39,F
female,group D,master's,free/reduced,none,78,57,44,D
male,group C,some college,standard,none,60,96,51,D
male,group C,bachelor's,standard,completed,65,66,65,C
male,group C,some college,standard,completed,73,54,52,D
female,group D,bachelor's,standard,completed,71,64,57,C
female,group B,bachelor's,free/reduced,none,70,50,51,D
female,group B,high school,standard,none,58,91,53,D
female,group B,some college,free/reduced,completed,65,59,52,D
male,group C,associate's,free/reduced,none,70,77,52,D
female,group C,some high school,standard,none,49,90,55,C
female,group D,some college,standard,completed,63,62,57,C
male,group B,some college,standard,completed,75,77,69,C
female,group C,doctorate,standard,none,50,54,41,D
female,group D,some college,standard,completed,87,100,80,B
female,group D,bachelor's,standard,none,89,84,76,B
female,group C,some college,free/reduced,completed,51,67,37,F
female,group C,bachelor's,standard,none,90,58,63,C
female,group B,associate's,standard,none,67,68,56,C
male,group E,master's,standard,completed,76,64,66,C
male,group B,some college,free/reduced,none,62,99,61,C
female,group E,associate's,standard,completed,83,51,59,C
male,group D,associate's,free/reduced,completed,76,72,45,D
male,group C,some college,standard,completed,57,69,55,C
male,group A,high school,standard,completed,52,68,48,D
male,group C,some high school,standard,none,48,68,40,D
female,group C,some high school,standard,completed,72,68,54,D
female,group B,master's,free/reduced,none,78,83,51,D
male,group C,high school,standard,none,79,79,57,C
male,group E,high school,free/reduced,completed,68,76,41,D
male,group C,bachelor's,standard,none,52,24,32,F
female,group D,high school,standard,none,59,74,64,C
female,group A,some college,standard,none,87,45,54,D
male,group C,high school,standard,completed,62,79,61,C
female,group B,doctorate,free/reduced,completed,72,92,63,C
female,group C,master's,free/reduced,none,53,56,31,F
female,group E,master's,standard,none,75,66,54,D
female,group C,some college,standard,completed,63,61,55,C
male,group A,bachelor's,standard,none,85,88,62,C
female,group C,high school,standard,none,81,71,68,C
male,group C,some high school,standard,none,62,95,51,D
female,group C,some high school,standard,none,68,76,59,C
female,group D,associate's,standard,none,61,73,50,D
female,group D,some college,standard,completed,48,71,65,C
female,group C,some college,standard,none,57,82,55,C
male,group C,some high school,standard,completed,72,43,49,D
female,group B,some college,standard,completed,74,71,62,C
female,group B,bachelor's,standard,completed,72,68,62,C
female,group C,some college,free/reduced,none,65,80,41,D
male,group C,bachelor's,standard,none,83,67,53,D
male,group C,high school,standard,none,70,54,36,F
male,group C,bachelor's,standard,completed,80,70,60,C
female,group A,associate's,standard,none,43,53,36,F
female,group C,high school,free/reduced,none,11,41,12,F
male,group B,high school,standard,none,74,80,47,D
female,group B,associate's,free/reduced,none,48,78,39,F
female,group D,bachelor's,free/reduced,none,66,77,50,D
female,group A,some college,standard,none,65,89,58,C
female,group C,high school,standard,none,93,60,55,C
female,group B,master's,free/reduced,none,75,48,36,F
female,group D,associate's,standard,none,72,68,50,D
male,group C,some college,standard,completed,82,64,60,C
female,group B,some college,standard,none,75,57,51,D
female,group C,high school,standard,none,63,68,64,C
female,group D,associate's,standard,none,86,60,51,D
female,group E,some college,standard,none,53,42,34,F
female,group B,doctorate,free/reduced,completed,74,63,52,D
male,group D,some college,standard,none,46,52,33,F
male,group E,some college,free/reduced,completed,73,73,62,C
male,group E,associate's,standard,completed,72,60,44,D
male,group C,master's,standard,completed,95,86,75,B
female,group C,bachelor's,standard,none,46,94,58,C
female,group C,some college,standard,none,60,80,52,D
male,group D,bachelor's,standard,completed,82,46,52,D
male,group C,associate's,standard,none,75,92,67,C
female,group C,some college,free/reduced,completed,72,93,69,C
male,group C,high school,standard,completed,55,70,57,C
female,group D,some college,standard,completed,61,89,61,C
female,group D,high school,free/reduced,none,88,61,52,D
female,group B,master's,free/reduced,completed,69,42,39,F
male,group D,high school,standard,completed,75,58,63,C
male,group C,doctorate,standard,completed,68,95,80,B
female,group D,some college,free/reduced,none,52,47,13,F
female,group C,associate's,standard,none,84,69,59,C
male,group C,some college,standard,none,77,70,46,D
female,group E,high school,standard,none,100,62,77,B
male,group B,some college,free/reduced,none,54,63,33,F
female,group D,some high school,standard,completed,82,71,71,B
male,group C,associate's,free/reduced,none,50,61,34,F
female,group C,some college,standard,completed,72,48,49,D
male,group B,bachelor's,free/reduced,none,84,73,47,D
male,group C,high school,standard,none,38,86,57,C
male,group B,high school,standard,none,66,83,63,C
male,group A,some college,free/reduced,none,61,57,48,D
female,group B,master's,standard,completed,59,51,50,D
female,group A,bachelor's,standard,none,75,65,55,C
male,group E,some college,standard,completed,86,93,75,B
male,group E,some college,standard,none,68,79,55,C
female,group C,some high school,standard,completed,73,80,60,C
female,group D,doctorate,free/reduced,none,71,83,52,D
female,group C,associate's,standard,none,70,76,51,D
male,group C,high school,standard,none,53,71,50,D
male,group D,associate's,standard,none,86,79,65,C
female,group E,high school,standard,none,74,61,53,D
male,group C,doctorate,free/reduced,completed,75,48,57,C
female,group D,high school,standard,completed,57,80,60,C
male,group B,associate's,standard,completed,63,88,70,B
female,group E,high school,free/reduced,none,67,53,50,D
male,group A,bachelor's,standard,none,46,82,57,C
female,group C,bachelor's,free/reduced,none,44,95,52,D
female,group C,associate's,free/reduced,completed,60,69,47,D
female,group D,associate's,free/reduced,completed,77,57,52,D
male,group B,master's,standard,completed,60,71,50,D
female,group E,some high school,free/reduced,completed,54,61,46,D
female,group B,high school,free/reduced,none,57,60,38,F
female,group C,high school,standard,none,63,76,53,D
female,group B,doctorate,standard,none,64,45,47,D
female,group B,some college,standard,none,100,48,49,D
female,group C,bachelor's,standard,none,85,70,69,C
male,group C,associate's,standard,none,85,69,65,C
female,group B,high school,standard,completed,87,75,70,B
female,group B,high school,standard,completed,55,98,66,C
male,group C,high school,standard,completed,51,71,57,C
male,group D,some college,standard,completed,53,78,67,C
male,group D,high school,standard,none,90,55,56,C
female,group B,some high school,free/reduced,none,61,81,47,D
female,group C,master's,standard,completed,51,62,51,D
female,group B,doctorate,standard,none,63,71,62,C
female,group A,high school,standard,none,66,68,49,D
male,group C,high school,standard,none,74,85,61,C
male,group C,some high school,free/reduced,none,73,50,47,D
male,group B,associate's,free/reduced,none,57,35,27,F
male,group B,bachelor's,standard,none,80,66,63,C
male,group A,high school,free/reduced,none,60,77,39,F
male,group D,high school,standard,completed,67,72,60,C
female,group E,bachelor's,standard,none,80,88,74,B
female,group B,associate's,standard,none,60,76,48,D
female,group B,some high school,free/reduced,none,61,61,37,F
female,group D,associate's,standard,none,78,35,44,D
female,group E,high school,free/reduced,completed,57,66,41,D
male,group C,some college,free/reduced,completed,64,85,55,C
female,group A,bachelor's,standard,completed,78,64,63,C
female,group A,bachelor's,standard,none,100,70,66,C
male,group C,some college,free/reduced,none,79,76,59,C
male,group C,master's,standard,none,77,54,59,C
female,group A,some college,standard,none,77,79,55,C
male,group C,bachelor's,standard,none,53,94,57,C
female,group A,some college,standard,none,71,67,57,C
female,group D,master's,standard,none,69,53,55,C
male,group B,master's,standard,completed,74,69,67,C
male,group A,some high school,standard,none,71,36,42,D
male,group C,master's,standard,completed,75,75,69,C
male,group C,bachelor's,free/reduced,none,65,76,50,D
male,group E,bachelor's,free/reduced,none,70,95,50,D
female,group C,high school,standard,completed,51,67,54,D
male,group B,bachelor's,standard,completed,65,76,71,B
female,group D,master's,free/reduced,none,90,57,47,D
male,group B,high school,standard,none,74,64,53,D
female,group E,doctorate,standard,none,69,47,42,D
male,group C,some high school,free/reduced,none,98,67,42,D
male,group C,high school,free/reduced,completed,49,65,43,D
female,group A,some college,free/reduced,completed,53,74,50,D
female,group C,associate's,free/reduced,completed,95,60,56,C
male,group D,associate's,standard,none,70,71,47,D
female,group D,some high school,standard,completed,66,64,52,D
male,group B,doctorate,free/reduced,none,52,65,41,D
female,group B,some high school,standard,completed,76,71,76,B
male,group D,high school,standard,completed,78,70,73,B
male,group E,some high school,free/reduced,none,53,81,35,F
female,group B,associate's,free/reduced,none,67,68,49,D
female,group C,master's,standard,none,64,64,45,D
male,group C,associate's,free/reduced,none,73,67,42,D
female,group D,bachelor's,free/reduced,completed,53,59,40,D
female,group B,some high school,free/reduced,none,88,64,55,C
male,group B,some college,standard,none,83,100,76,B
female,group D,some college,standard,none,64,56,45,D
male,group A,some college,standard,completed,66,65,57,C
female,group C,some high school,standard,none,67,64,53,D
female,group C,associate's,standard,completed,58,66,59,C
female,group C,some college,standard,completed,63,65,64,C
male,group C,bachelor's,standard,completed,65,74,53,D
male,group C,some college,free/reduced,none,94,44,45,D
male,group B,high school,standard,none,84,85,59,C
